Study_ID,Subject,Injury,Session,ChoiceOption,ChoiceCount,TotChoice,PctChoice
CCI-A_AQ,CCI-A_AQ-25,TBI,1,1,0,6,0
CCI-A_AQ,CCI-A_AQ-25,TBI,1,3,3,6,50
CCI-A_AQ,CCI-A_AQ-25,TBI,1,4,2,6,33.33333333
CCI-A_AQ,CCI-A_AQ-25,TBI,1,2,1,6,16.66666667
CCI-A_AQ,CCI-A_AQ-26,Sham,1,1,8,87,9.195402299
CCI-A_AQ,CCI-A_AQ-26,Sham,1,3,3,87,3.448275862
CCI-A_AQ,CCI-A_AQ-26,Sham,1,4,11,87,12.64367816
CCI-A_AQ,CCI-A_AQ-26,Sham,1,2,65,87,74.71264368
CCI-A_AQ,CCI-A_AQ-28,TBI,1,3,4,90,4.444444444
CCI-A_AQ,CCI-A_AQ-28,TBI,1,2,33,90,36.66666667
CCI-A_AQ,CCI-A_AQ-28,TBI,1,4,9,90,10
CCI-A_AQ,CCI-A_AQ-28,TBI,1,1,44,90,48.88888889
CCI-A_AQ,CCI-A_AQ-29,TBI,1,2,11,56,19.64285714
CCI-A_AQ,CCI-A_AQ-29,TBI,1,4,14,56,25
CCI-A_AQ,CCI-A_AQ-29,TBI,1,1,17,56,30.35714286
CCI-A_AQ,CCI-A_AQ-29,TBI,1,3,14,56,25
CCI-A_AQ,CCI-A_AQ-30,Sham,1,2,31,85,36.47058824
CCI-A_AQ,CCI-A_AQ-30,Sham,1,3,11,85,12.94117647
CCI-A_AQ,CCI-A_AQ-30,Sham,1,4,13,85,15.29411765
CCI-A_AQ,CCI-A_AQ-30,Sham,1,1,30,85,35.29411765
CCI-A_AQ,CCI-A_AQ-31,TBI,1,3,6,37,16.21621622
CCI-A_AQ,CCI-A_AQ-31,TBI,1,2,23,37,62.16216216
CCI-A_AQ,CCI-A_AQ-31,TBI,1,1,4,37,10.81081081
CCI-A_AQ,CCI-A_AQ-31,TBI,1,4,4,37,10.81081081
CCI-A_AQ,CCI-A_AQ-32,Sham,1,4,8,112,7.142857143
CCI-A_AQ,CCI-A_AQ-32,Sham,1,3,8,112,7.142857143
CCI-A_AQ,CCI-A_AQ-32,Sham,1,1,21,112,18.75
CCI-A_AQ,CCI-A_AQ-32,Sham,1,2,75,112,66.96428571
CCI-A_AQ,CCI-A_AQ-33,TBI,1,1,32,72,44.44444444
CCI-A_AQ,CCI-A_AQ-33,TBI,1,3,6,72,8.333333333
CCI-A_AQ,CCI-A_AQ-33,TBI,1,2,7,72,9.722222222
CCI-A_AQ,CCI-A_AQ-33,TBI,1,4,27,72,37.5
CCI-A_AQ,CCI-A_AQ-34,TBI,1,1,37,82,45.12195122
CCI-A_AQ,CCI-A_AQ-34,TBI,1,4,10,82,12.19512195
CCI-A_AQ,CCI-A_AQ-34,TBI,1,2,22,82,26.82926829
CCI-A_AQ,CCI-A_AQ-34,TBI,1,3,13,82,15.85365854
CCI-A_AQ,CCI-A_AQ-35,Sham,1,4,14,81,17.28395062
CCI-A_AQ,CCI-A_AQ-35,Sham,1,3,5,81,6.172839506
CCI-A_AQ,CCI-A_AQ-35,Sham,1,2,42,81,51.85185185
CCI-A_AQ,CCI-A_AQ-35,Sham,1,1,20,81,24.69135802
CCI-A_AQ,CCI-A_AQ-36,Sham,1,3,8,95,8.421052632
CCI-A_AQ,CCI-A_AQ-36,Sham,1,4,6,95,6.315789474
CCI-A_AQ,CCI-A_AQ-36,Sham,1,2,79,95,83.15789474
CCI-A_AQ,CCI-A_AQ-36,Sham,1,1,2,95,2.105263158
CCI-A_AQ,CCI-A_AQ-37,Sham,1,3,15,90,16.66666667
CCI-A_AQ,CCI-A_AQ-37,Sham,1,4,4,90,4.444444444
CCI-A_AQ,CCI-A_AQ-37,Sham,1,2,22,90,24.44444444
CCI-A_AQ,CCI-A_AQ-37,Sham,1,1,49,90,54.44444444
CCI-A_AQ,CCI-A_AQ-38,Sham,1,2,44,90,48.88888889
CCI-A_AQ,CCI-A_AQ-38,Sham,1,4,1,90,1.111111111
CCI-A_AQ,CCI-A_AQ-38,Sham,1,1,25,90,27.77777778
CCI-A_AQ,CCI-A_AQ-38,Sham,1,3,20,90,22.22222222
CCI-A_AQ,CCI-A_AQ-40,TBI,1,4,4,59,6.779661017
CCI-A_AQ,CCI-A_AQ-40,TBI,1,2,34,59,57.62711864
CCI-A_AQ,CCI-A_AQ-40,TBI,1,3,5,59,8.474576271
CCI-A_AQ,CCI-A_AQ-40,TBI,1,1,16,59,27.11864407
CCI-A_AQ,CCI-A_AQ-42,Sham,1,4,13,103,12.62135922
CCI-A_AQ,CCI-A_AQ-42,Sham,1,2,77,103,74.75728155
CCI-A_AQ,CCI-A_AQ-42,Sham,1,3,11,103,10.67961165
CCI-A_AQ,CCI-A_AQ-42,Sham,1,1,2,103,1.941747573
CCI-A_AQ,CCI-A_AQ-43,Sham,1,2,27,56,48.21428571
CCI-A_AQ,CCI-A_AQ-43,Sham,1,1,24,56,42.85714286
CCI-A_AQ,CCI-A_AQ-43,Sham,1,4,2,56,3.571428571
CCI-A_AQ,CCI-A_AQ-43,Sham,1,3,3,56,5.357142857
CCI-A_AQ,CCI-A_AQ-44,TBI,1,4,6,118,5.084745763
CCI-A_AQ,CCI-A_AQ-44,TBI,1,3,4,118,3.389830508
CCI-A_AQ,CCI-A_AQ-44,TBI,1,1,75,118,63.55932203
CCI-A_AQ,CCI-A_AQ-44,TBI,1,2,33,118,27.96610169
CCI-A_AQ,CCI-A_AQ-45,TBI,1,4,11,31,35.48387097
CCI-A_AQ,CCI-A_AQ-45,TBI,1,2,7,31,22.58064516
CCI-A_AQ,CCI-A_AQ-45,TBI,1,3,7,31,22.58064516
CCI-A_AQ,CCI-A_AQ-45,TBI,1,1,6,31,19.35483871
CCI-A_AQ,CCI-A_AQ-46,Sham,1,3,16,122,13.1147541
CCI-A_AQ,CCI-A_AQ-46,Sham,1,2,31,122,25.40983607
CCI-A_AQ,CCI-A_AQ-46,Sham,1,1,45,122,36.8852459
CCI-A_AQ,CCI-A_AQ-46,Sham,1,4,30,122,24.59016393
CCI-A_AQ,CCI-A_AQ-47,TBI,1,3,27,88,30.68181818
CCI-A_AQ,CCI-A_AQ-47,TBI,1,1,33,88,37.5
CCI-A_AQ,CCI-A_AQ-47,TBI,1,4,18,88,20.45454545
CCI-A_AQ,CCI-A_AQ-47,TBI,1,2,10,88,11.36363636
CCI-A_AQ,CCI-A_AQ-48,Sham,1,2,105,122,86.06557377
CCI-A_AQ,CCI-A_AQ-48,Sham,1,1,12,122,9.836065574
CCI-A_AQ,CCI-A_AQ-48,Sham,1,4,5,122,4.098360656
CCI-A_AQ,CCI-A_AQ-48,Sham,1,3,0,122,0
CCI-A_SS,CCI-A_SS-1,Sham,1,4,7,74,9.459459459
CCI-A_SS,CCI-A_SS-1,Sham,1,2,42,74,56.75675676
CCI-A_SS,CCI-A_SS-1,Sham,1,3,22,74,29.72972973
CCI-A_SS,CCI-A_SS-1,Sham,1,1,3,74,4.054054054
CCI-A_SS,CCI-A_SS-1,TBI,1,2,1,3,33.33333333
CCI-A_SS,CCI-A_SS-1,TBI,1,3,0,3,0
CCI-A_SS,CCI-A_SS-1,TBI,1,4,0,3,0
CCI-A_SS,CCI-A_SS-1,TBI,1,1,2,3,66.66666667
CCI-A_SS,CCI-A_SS-10,Sham,1,2,18,64,28.125
CCI-A_SS,CCI-A_SS-10,Sham,1,3,26,64,40.625
CCI-A_SS,CCI-A_SS-10,Sham,1,4,15,64,23.4375
CCI-A_SS,CCI-A_SS-10,Sham,1,1,5,64,7.8125
CCI-A_SS,CCI-A_SS-10,TBI,1,4,1,1,100
CCI-A_SS,CCI-A_SS-10,TBI,1,2,0,1,0
CCI-A_SS,CCI-A_SS-10,TBI,1,3,0,1,0
CCI-A_SS,CCI-A_SS-10,TBI,1,1,0,1,0
CCI-A_SS,CCI-A_SS-11,Sham,1,1,43,119,36.13445378
CCI-A_SS,CCI-A_SS-11,Sham,1,2,68,119,57.14285714
CCI-A_SS,CCI-A_SS-11,Sham,1,3,6,119,5.042016807
CCI-A_SS,CCI-A_SS-11,Sham,1,4,2,119,1.680672269
CCI-A_SS,CCI-A_SS-11,TBI,1,1,1,12,8.333333333
CCI-A_SS,CCI-A_SS-11,TBI,1,3,2,12,16.66666667
CCI-A_SS,CCI-A_SS-11,TBI,1,2,9,12,75
CCI-A_SS,CCI-A_SS-11,TBI,1,4,0,12,0
CCI-A_SS,CCI-A_SS-12,Sham,1,3,12,66,18.18181818
CCI-A_SS,CCI-A_SS-12,Sham,1,2,7,66,10.60606061
CCI-A_SS,CCI-A_SS-12,Sham,1,4,4,66,6.060606061
CCI-A_SS,CCI-A_SS-12,Sham,1,1,43,66,65.15151515
CCI-A_SS,CCI-A_SS-13,Sham,1,4,6,41,14.63414634
CCI-A_SS,CCI-A_SS-13,Sham,1,1,20,41,48.7804878
CCI-A_SS,CCI-A_SS-13,Sham,1,2,3,41,7.317073171
CCI-A_SS,CCI-A_SS-13,Sham,1,3,12,41,29.26829268
CCI-A_SS,CCI-A_SS-13,TBI,1,4,0,1,0
CCI-A_SS,CCI-A_SS-13,TBI,1,1,0,1,0
CCI-A_SS,CCI-A_SS-13,TBI,1,2,1,1,100
CCI-A_SS,CCI-A_SS-13,TBI,1,3,0,1,0
CCI-A_SS,CCI-A_SS-14,Sham,1,3,1,2,50
CCI-A_SS,CCI-A_SS-14,Sham,1,1,1,2,50
CCI-A_SS,CCI-A_SS-14,Sham,1,4,0,2,0
CCI-A_SS,CCI-A_SS-14,Sham,1,2,0,2,0
CCI-A_SS,CCI-A_SS-14,Sham,1,2,104,132,78.78787879
CCI-A_SS,CCI-A_SS-14,Sham,1,3,14,132,10.60606061
CCI-A_SS,CCI-A_SS-14,Sham,1,1,14,132,10.60606061
CCI-A_SS,CCI-A_SS-14,Sham,1,4,0,132,0
CCI-A_SS,CCI-A_SS-15,Sham,1,2,12,28,42.85714286
CCI-A_SS,CCI-A_SS-15,Sham,1,3,10,28,35.71428571
CCI-A_SS,CCI-A_SS-15,Sham,1,4,6,28,21.42857143
CCI-A_SS,CCI-A_SS-15,Sham,1,1,0,28,0
CCI-A_SS,CCI-A_SS-16,Sham,1,3,20,75,26.66666667
CCI-A_SS,CCI-A_SS-16,Sham,1,4,3,75,4
CCI-A_SS,CCI-A_SS-16,Sham,1,1,25,75,33.33333333
CCI-A_SS,CCI-A_SS-16,Sham,1,2,27,75,36
CCI-A_SS,CCI-A_SS-16,Sham,1,4,1,46,2.173913043
CCI-A_SS,CCI-A_SS-16,Sham,1,1,1,46,2.173913043
CCI-A_SS,CCI-A_SS-16,Sham,1,2,44,46,95.65217391
CCI-A_SS,CCI-A_SS-16,Sham,1,3,0,46,0
CCI-A_SS,CCI-A_SS-17,Sham,1,3,10,60,16.66666667
CCI-A_SS,CCI-A_SS-17,Sham,1,1,25,60,41.66666667
CCI-A_SS,CCI-A_SS-17,Sham,1,4,12,60,20
CCI-A_SS,CCI-A_SS-17,Sham,1,2,13,60,21.66666667
CCI-A_SS,CCI-A_SS-18,Sham,1,1,12,49,24.48979592
CCI-A_SS,CCI-A_SS-18,Sham,1,3,1,49,2.040816327
CCI-A_SS,CCI-A_SS-18,Sham,1,2,12,49,24.48979592
CCI-A_SS,CCI-A_SS-18,Sham,1,4,24,49,48.97959184
CCI-A_SS,CCI-A_SS-18,TBI,1,3,3,10,30
CCI-A_SS,CCI-A_SS-18,TBI,1,4,4,10,40
CCI-A_SS,CCI-A_SS-18,TBI,1,1,2,10,20
CCI-A_SS,CCI-A_SS-18,TBI,1,2,1,10,10
CCI-A_SS,CCI-A_SS-19,Sham,1,1,25,43,58.13953488
CCI-A_SS,CCI-A_SS-19,Sham,1,2,6,43,13.95348837
CCI-A_SS,CCI-A_SS-19,Sham,1,3,8,43,18.60465116
CCI-A_SS,CCI-A_SS-19,Sham,1,4,4,43,9.302325581
CCI-A_SS,CCI-A_SS-19,Sham,1,2,16,26,61.53846154
CCI-A_SS,CCI-A_SS-19,Sham,1,1,3,26,11.53846154
CCI-A_SS,CCI-A_SS-19,Sham,1,3,7,26,26.92307692
CCI-A_SS,CCI-A_SS-19,Sham,1,4,0,26,0
CCI-A_SS,CCI-A_SS-2,Sham,1,4,3,73,4.109589041
CCI-A_SS,CCI-A_SS-2,Sham,1,2,10,73,13.69863014
CCI-A_SS,CCI-A_SS-2,Sham,1,1,52,73,71.23287671
CCI-A_SS,CCI-A_SS-2,Sham,1,3,8,73,10.95890411
CCI-A_SS,CCI-A_SS-2,Sham,1,3,3,91,3.296703297
CCI-A_SS,CCI-A_SS-2,Sham,1,4,26,91,28.57142857
CCI-A_SS,CCI-A_SS-2,Sham,1,2,25,91,27.47252747
CCI-A_SS,CCI-A_SS-2,Sham,1,1,37,91,40.65934066
CCI-A_SS,CCI-A_SS-20,Sham,1,1,5,33,15.15151515
CCI-A_SS,CCI-A_SS-20,Sham,1,4,1,33,3.03030303
CCI-A_SS,CCI-A_SS-20,Sham,1,3,8,33,24.24242424
CCI-A_SS,CCI-A_SS-20,Sham,1,2,19,33,57.57575758
CCI-A_SS,CCI-A_SS-20,TBI,1,1,2,16,12.5
CCI-A_SS,CCI-A_SS-20,TBI,1,4,4,16,25
CCI-A_SS,CCI-A_SS-20,TBI,1,3,4,16,25
CCI-A_SS,CCI-A_SS-20,TBI,1,2,6,16,37.5
CCI-A_SS,CCI-A_SS-21,Sham,1,3,19,74,25.67567568
CCI-A_SS,CCI-A_SS-21,Sham,1,2,7,74,9.459459459
CCI-A_SS,CCI-A_SS-21,Sham,1,1,47,74,63.51351351
CCI-A_SS,CCI-A_SS-21,Sham,1,4,1,74,1.351351351
CCI-A_SS,CCI-A_SS-21,TBI,1,2,19,38,50
CCI-A_SS,CCI-A_SS-21,TBI,1,3,1,38,2.631578947
CCI-A_SS,CCI-A_SS-21,TBI,1,4,4,38,10.52631579
CCI-A_SS,CCI-A_SS-21,TBI,1,1,14,38,36.84210526
CCI-A_SS,CCI-A_SS-22,Sham,1,4,22,101,21.78217822
CCI-A_SS,CCI-A_SS-22,Sham,1,2,19,101,18.81188119
CCI-A_SS,CCI-A_SS-22,Sham,1,3,9,101,8.910891089
CCI-A_SS,CCI-A_SS-22,Sham,1,1,51,101,50.4950495
CCI-A_SS,CCI-A_SS-22,TBI,1,2,8,31,25.80645161
CCI-A_SS,CCI-A_SS-22,TBI,1,1,4,31,12.90322581
CCI-A_SS,CCI-A_SS-22,TBI,1,4,18,31,58.06451613
CCI-A_SS,CCI-A_SS-22,TBI,1,3,1,31,3.225806452
CCI-A_SS,CCI-A_SS-23,Sham,1,1,57,109,52.29357798
CCI-A_SS,CCI-A_SS-23,Sham,1,4,6,109,5.504587156
CCI-A_SS,CCI-A_SS-23,Sham,1,3,10,109,9.174311927
CCI-A_SS,CCI-A_SS-23,Sham,1,2,36,109,33.02752294
CCI-A_SS,CCI-A_SS-23,Sham,1,2,22,48,45.83333333
CCI-A_SS,CCI-A_SS-23,Sham,1,4,9,48,18.75
CCI-A_SS,CCI-A_SS-23,Sham,1,1,7,48,14.58333333
CCI-A_SS,CCI-A_SS-23,Sham,1,3,10,48,20.83333333
CCI-A_SS,CCI-A_SS-24,Sham,1,4,5,98,5.102040816
CCI-A_SS,CCI-A_SS-24,Sham,1,2,18,98,18.36734694
CCI-A_SS,CCI-A_SS-24,Sham,1,1,67,98,68.36734694
CCI-A_SS,CCI-A_SS-24,Sham,1,3,8,98,8.163265306
CCI-A_SS,CCI-A_SS-24,TBI,1,4,1,14,7.142857143
CCI-A_SS,CCI-A_SS-24,TBI,1,1,2,14,14.28571429
CCI-A_SS,CCI-A_SS-24,TBI,1,2,9,14,64.28571429
CCI-A_SS,CCI-A_SS-24,TBI,1,3,2,14,14.28571429
CCI-A_SS,CCI-A_SS-3,Sham,1,1,78,96,81.25
CCI-A_SS,CCI-A_SS-3,Sham,1,3,4,96,4.166666667
CCI-A_SS,CCI-A_SS-3,Sham,1,4,6,96,6.25
CCI-A_SS,CCI-A_SS-3,Sham,1,2,8,96,8.333333333
CCI-A_SS,CCI-A_SS-3,TBI,1,1,4,13,30.76923077
CCI-A_SS,CCI-A_SS-3,TBI,1,4,1,13,7.692307692
CCI-A_SS,CCI-A_SS-3,TBI,1,3,2,13,15.38461538
CCI-A_SS,CCI-A_SS-3,TBI,1,2,6,13,46.15384615
CCI-A_SS,CCI-A_SS-4,Sham,1,3,8,37,21.62162162
CCI-A_SS,CCI-A_SS-4,Sham,1,4,2,37,5.405405405
CCI-A_SS,CCI-A_SS-4,Sham,1,2,17,37,45.94594595
CCI-A_SS,CCI-A_SS-4,Sham,1,1,10,37,27.02702703
CCI-A_SS,CCI-A_SS-4,Sham,1,4,4,115,3.47826087
CCI-A_SS,CCI-A_SS-4,Sham,1,3,3,115,2.608695652
CCI-A_SS,CCI-A_SS-4,Sham,1,2,98,115,85.2173913
CCI-A_SS,CCI-A_SS-4,Sham,1,1,10,115,8.695652174
CCI-A_SS,CCI-A_SS-5,Sham,1,1,15,71,21.12676056
CCI-A_SS,CCI-A_SS-5,Sham,1,3,8,71,11.26760563
CCI-A_SS,CCI-A_SS-5,Sham,1,4,16,71,22.53521127
CCI-A_SS,CCI-A_SS-5,Sham,1,2,32,71,45.07042254
CCI-A_SS,CCI-A_SS-5,Sham,1,3,0,130,0
CCI-A_SS,CCI-A_SS-5,Sham,1,4,2,130,1.538461538
CCI-A_SS,CCI-A_SS-5,Sham,1,1,1,130,0.769230769
CCI-A_SS,CCI-A_SS-5,Sham,1,2,127,130,97.69230769
CCI-A_SS,CCI-A_SS-6,Sham,1,2,29,49,59.18367347
CCI-A_SS,CCI-A_SS-6,Sham,1,3,7,49,14.28571429
CCI-A_SS,CCI-A_SS-6,Sham,1,1,4,49,8.163265306
CCI-A_SS,CCI-A_SS-6,Sham,1,4,9,49,18.36734694
CCI-A_SS,CCI-A_SS-6,Sham,1,1,14,88,15.90909091
CCI-A_SS,CCI-A_SS-6,Sham,1,4,1,88,1.136363636
CCI-A_SS,CCI-A_SS-6,Sham,1,3,5,88,5.681818182
CCI-A_SS,CCI-A_SS-6,Sham,1,2,68,88,77.27272727
CCI-A_SS,CCI-A_SS-7,Sham,1,3,17,79,21.51898734
CCI-A_SS,CCI-A_SS-7,Sham,1,1,29,79,36.70886076
CCI-A_SS,CCI-A_SS-7,Sham,1,2,4,79,5.063291139
CCI-A_SS,CCI-A_SS-7,Sham,1,4,29,79,36.70886076
CCI-A_SS,CCI-A_SS-7,Sham,1,1,10,92,10.86956522
CCI-A_SS,CCI-A_SS-7,Sham,1,4,14,92,15.2173913
CCI-A_SS,CCI-A_SS-7,Sham,1,3,0,92,0
CCI-A_SS,CCI-A_SS-7,Sham,1,2,68,92,73.91304348
CCI-A_SS,CCI-A_SS-8,Sham,1,2,1,25,4
CCI-A_SS,CCI-A_SS-8,Sham,1,4,6,25,24
CCI-A_SS,CCI-A_SS-8,Sham,1,3,7,25,28
CCI-A_SS,CCI-A_SS-8,Sham,1,1,11,25,44
CCI-A_SS,CCI-A_SS-8,Sham,1,1,7,76,9.210526316
CCI-A_SS,CCI-A_SS-8,Sham,1,2,69,76,90.78947368
CCI-A_SS,CCI-A_SS-8,Sham,1,3,0,76,0
CCI-A_SS,CCI-A_SS-8,Sham,1,4,0,76,0
CCI-A_SS,CCI-A_SS-9,Sham,1,1,4,54,7.407407407
CCI-A_SS,CCI-A_SS-9,Sham,1,4,12,54,22.22222222
CCI-A_SS,CCI-A_SS-9,Sham,1,2,36,54,66.66666667
CCI-A_SS,CCI-A_SS-9,Sham,1,3,2,54,3.703703704
CCI-D,CCI-D-1,TBI,1,1,23,69,33.33333333
CCI-D,CCI-D-1,TBI,1,3,17,69,24.63768116
CCI-D,CCI-D-1,TBI,1,4,6,69,8.695652174
CCI-D,CCI-D-1,TBI,1,2,23,69,33.33333333
CCI-D,CCI-D-10,TBI,1,1,71,100,71
CCI-D,CCI-D-10,TBI,1,2,14,100,14
CCI-D,CCI-D-10,TBI,1,4,4,100,4
CCI-D,CCI-D-10,TBI,1,3,11,100,11
CCI-D,CCI-D-11,Sham,1,2,55,79,69.62025316
CCI-D,CCI-D-11,Sham,1,3,9,79,11.39240506
CCI-D,CCI-D-11,Sham,1,1,6,79,7.594936709
CCI-D,CCI-D-11,Sham,1,4,9,79,11.39240506
CCI-D,CCI-D-12,TBI,1,2,16,77,20.77922078
CCI-D,CCI-D-12,TBI,1,1,29,77,37.66233766
CCI-D,CCI-D-12,TBI,1,4,9,77,11.68831169
CCI-D,CCI-D-12,TBI,1,3,23,77,29.87012987
CCI-D,CCI-D-13,Sham,1,3,24,120,20
CCI-D,CCI-D-13,Sham,1,2,22,120,18.33333333
CCI-D,CCI-D-13,Sham,1,1,72,120,60
CCI-D,CCI-D-13,Sham,1,4,2,120,1.666666667
CCI-D,CCI-D-14,Sham,1,4,18,106,16.98113208
CCI-D,CCI-D-14,Sham,1,2,30,106,28.30188679
CCI-D,CCI-D-14,Sham,1,3,14,106,13.20754717
CCI-D,CCI-D-14,Sham,1,1,44,106,41.50943396
CCI-D,CCI-D-15,Sham,1,3,5,130,3.846153846
CCI-D,CCI-D-15,Sham,1,4,8,130,6.153846154
CCI-D,CCI-D-15,Sham,1,1,62,130,47.69230769
CCI-D,CCI-D-15,Sham,1,2,55,130,42.30769231
CCI-D,CCI-D-16,TBI,1,4,7,54,12.96296296
CCI-D,CCI-D-16,TBI,1,3,13,54,24.07407407
CCI-D,CCI-D-16,TBI,1,1,10,54,18.51851852
CCI-D,CCI-D-16,TBI,1,2,24,54,44.44444444
CCI-D,CCI-D-17,TBI,1,4,16,39,41.02564103
CCI-D,CCI-D-17,TBI,1,2,6,39,15.38461538
CCI-D,CCI-D-17,TBI,1,3,11,39,28.20512821
CCI-D,CCI-D-17,TBI,1,1,6,39,15.38461538
CCI-D,CCI-D-18,Sham,1,3,31,94,32.9787234
CCI-D,CCI-D-18,Sham,1,2,32,94,34.04255319
CCI-D,CCI-D-18,Sham,1,1,26,94,27.65957447
CCI-D,CCI-D-18,Sham,1,4,5,94,5.319148936
CCI-D,CCI-D-19,Sham,1,3,10,55,18.18181818
CCI-D,CCI-D-19,Sham,1,2,20,55,36.36363636
CCI-D,CCI-D-19,Sham,1,4,17,55,30.90909091
CCI-D,CCI-D-19,Sham,1,1,8,55,14.54545455
CCI-D,CCI-D-2,TBI,1,3,15,99,15.15151515
CCI-D,CCI-D-2,TBI,1,1,70,99,70.70707071
CCI-D,CCI-D-2,TBI,1,2,9,99,9.090909091
CCI-D,CCI-D-2,TBI,1,4,5,99,5.050505051
CCI-D,CCI-D-20,TBI,1,3,0,2,0
CCI-D,CCI-D-20,TBI,1,4,0,2,0
CCI-D,CCI-D-20,TBI,1,2,1,2,50
CCI-D,CCI-D-20,TBI,1,1,1,2,50
CCI-D,CCI-D-21,TBI,1,3,9,72,12.5
CCI-D,CCI-D-21,TBI,1,4,7,72,9.722222222
CCI-D,CCI-D-21,TBI,1,2,39,72,54.16666667
CCI-D,CCI-D-21,TBI,1,1,17,72,23.61111111
CCI-D,CCI-D-22,TBI,1,1,19,91,20.87912088
CCI-D,CCI-D-22,TBI,1,3,6,91,6.593406593
CCI-D,CCI-D-22,TBI,1,2,60,91,65.93406593
CCI-D,CCI-D-22,TBI,1,4,6,91,6.593406593
CCI-D,CCI-D-23,TBI,1,2,26,122,21.31147541
CCI-D,CCI-D-23,TBI,1,1,89,122,72.95081967
CCI-D,CCI-D-23,TBI,1,4,3,122,2.459016393
CCI-D,CCI-D-23,TBI,1,3,4,122,3.278688525
CCI-D,CCI-D-24,TBI,1,2,27,63,42.85714286
CCI-D,CCI-D-24,TBI,1,1,23,63,36.50793651
CCI-D,CCI-D-24,TBI,1,3,3,63,4.761904762
CCI-D,CCI-D-24,TBI,1,4,10,63,15.87301587
CCI-D,CCI-D-25,Sham,1,1,59,98,60.20408163
CCI-D,CCI-D-25,Sham,1,3,16,98,16.32653061
CCI-D,CCI-D-25,Sham,1,4,5,98,5.102040816
CCI-D,CCI-D-25,Sham,1,2,18,98,18.36734694
CCI-D,CCI-D-26,Sham,1,4,13,108,12.03703704
CCI-D,CCI-D-26,Sham,1,2,79,108,73.14814815
CCI-D,CCI-D-26,Sham,1,1,9,108,8.333333333
CCI-D,CCI-D-26,Sham,1,3,7,108,6.481481481
CCI-D,CCI-D-27,TBI,1,4,10,76,13.15789474
CCI-D,CCI-D-27,TBI,1,2,24,76,31.57894737
CCI-D,CCI-D-27,TBI,1,1,17,76,22.36842105
CCI-D,CCI-D-27,TBI,1,3,25,76,32.89473684
CCI-D,CCI-D-28,TBI,1,3,21,72,29.16666667
CCI-D,CCI-D-28,TBI,1,2,16,72,22.22222222
CCI-D,CCI-D-28,TBI,1,4,8,72,11.11111111
CCI-D,CCI-D-28,TBI,1,1,27,72,37.5
CCI-D,CCI-D-29,Sham,1,1,8,39,20.51282051
CCI-D,CCI-D-29,Sham,1,4,5,39,12.82051282
CCI-D,CCI-D-29,Sham,1,2,21,39,53.84615385
CCI-D,CCI-D-29,Sham,1,3,5,39,12.82051282
CCI-D,CCI-D-30,Sham,1,1,5,16,31.25
CCI-D,CCI-D-30,Sham,1,2,6,16,37.5
CCI-D,CCI-D-30,Sham,1,4,1,16,6.25
CCI-D,CCI-D-30,Sham,1,3,4,16,25
CCI-D,CCI-D-31,Sham,1,1,43,100,43
CCI-D,CCI-D-31,Sham,1,4,16,100,16
CCI-D,CCI-D-31,Sham,1,2,19,100,19
CCI-D,CCI-D-31,Sham,1,3,22,100,22
CCI-D,CCI-D-32,Sham,1,1,19,72,26.38888889
CCI-D,CCI-D-32,Sham,1,4,6,72,8.333333333
CCI-D,CCI-D-32,Sham,1,3,16,72,22.22222222
CCI-D,CCI-D-32,Sham,1,2,31,72,43.05555556
CCI-D,CCI-D-33,TBI,1,1,46,85,54.11764706
CCI-D,CCI-D-33,TBI,1,4,5,85,5.882352941
CCI-D,CCI-D-33,TBI,1,3,12,85,14.11764706
CCI-D,CCI-D-33,TBI,1,2,22,85,25.88235294
CCI-D,CCI-D-34,Sham,1,1,63,102,61.76470588
CCI-D,CCI-D-34,Sham,1,3,13,102,12.74509804
CCI-D,CCI-D-34,Sham,1,2,16,102,15.68627451
CCI-D,CCI-D-34,Sham,1,4,10,102,9.803921569
CCI-D,CCI-D-35,Sham,1,4,20,74,27.02702703
CCI-D,CCI-D-35,Sham,1,1,13,74,17.56756757
CCI-D,CCI-D-35,Sham,1,2,22,74,29.72972973
CCI-D,CCI-D-35,Sham,1,3,19,74,25.67567568
CCI-D,CCI-D-36,TBI,1,2,31,83,37.34939759
CCI-D,CCI-D-36,TBI,1,1,18,83,21.68674699
CCI-D,CCI-D-36,TBI,1,4,20,83,24.09638554
CCI-D,CCI-D-36,TBI,1,3,14,83,16.86746988
CCI-D,CCI-D-37,TBI,1,2,15,80,18.75
CCI-D,CCI-D-37,TBI,1,4,19,80,23.75
CCI-D,CCI-D-37,TBI,1,3,7,80,8.75
CCI-D,CCI-D-37,TBI,1,1,39,80,48.75
CCI-D,CCI-D-38,Sham,1,3,16,70,22.85714286
CCI-D,CCI-D-38,Sham,1,4,22,70,31.42857143
CCI-D,CCI-D-38,Sham,1,1,28,70,40
CCI-D,CCI-D-38,Sham,1,2,4,70,5.714285714
CCI-D,CCI-D-39,TBI,1,4,8,95,8.421052632
CCI-D,CCI-D-39,TBI,1,1,36,95,37.89473684
CCI-D,CCI-D-39,TBI,1,2,45,95,47.36842105
CCI-D,CCI-D-39,TBI,1,3,6,95,6.315789474
CCI-D,CCI-D-4,TBI,1,4,7,54,12.96296296
CCI-D,CCI-D-4,TBI,1,2,10,54,18.51851852
