Subject,Injury,Biome_SampleID,Collect_Time,alpha_diversity,Week,PctOptimal,PctPremature,OptimalBase,PrematureBase
9,TBI,Martens-55-HFD9-30,D30,4.681793759,10,3.235653236,10.95256791,84.31565514,1.445686166
9,TBI,Martens-55-HFD9-30,D30,4.681793759,4,1.794946704,0.435190765,84.31565514,1.445686166
9,TBI,Martens-55-HFD9-30,D30,4.681793759,7,2.939262961,8.837081111,84.31565514,1.445686166
9,TBI,Martens-55-HFD9-30,D30,4.681793759,2,22.67806126,0.475040258,84.31565514,1.445686166
9,TBI,Martens-55-HFD9-30,D30,4.681793759,9,0,9.7959818,84.31565514,1.445686166
9,TBI,Martens-55-HFD9-30,D30,4.681793759,8,1.142664613,8.271935775,84.31565514,1.445686166
9,TBI,Martens-79-HFD9-60,D60,4.594782736,3,12.81978929,1.55928819,84.31565514,1.445686166
9,TBI,Martens-79-HFD9-60,D60,4.594782736,6,1.014713343,7.056363265,84.31565514,1.445686166
9,TBI,Martens-79-HFD9-60,D60,4.594782736,5,0.870138381,2.949136959,84.31565514,1.445686166
9,TBI,Martens-79-HFD9-60,D60,4.594782736,10,3.235653236,10.95256791,84.31565514,1.445686166
